Date,Description,Amount,Transaction Type,Category,Day of Week,Month,Acct_Checking,Acct_Platinum Card,Acct_Silver Card,Category_label,Amount_scaled
2018-09-04,Pizza Place,78.39,1,Gas & Fuel,1,9,0,1,0,8,-0.1772272231922682
2018-10-22,Biweekly Paycheck,35.23,0,Credit Card Payment,0,10,1,0,0,3,-0.3975848337617691
2018-05-28,Internet Service Provider,12.61,1,Credit Card Payment,0,5,0,1,0,3,-0.5130734609879534
2018-04-11,Starbucks,90.65,1,Restaurants,2,4,0,1,0,18,-0.11463259145959713
2018-07-23,Phone Company,183.5,0,Gas & Fuel,0,7,0,1,0,8,0.3594221847539841
2018-08-16,Grocery Store,176.38,0,Credit Card Payment,3,8,0,0,1,3,0.32307032684724524
2018-08-26,Brunch Restaurant,125.81,1,Credit Card Payment,6,8,0,1,0,3,0.06488023494502876
2019-10-11,Netflix,27.02,0,Utilities,4,10,1,0,0,21,-0.43950179351097224
2018-07-15,Spotify,99.6,1,Utilities,6,7,1,0,0,21,-0.06893748917514321
2019-06-25,Biweekly Paycheck,60.35,0,Gas & Fuel,1,6,1,0,0,8,-0.26933221148406145
2019-10-30,Credit Card Payment,2.53,0,Gas & Fuel,2,10,0,1,0,8,-0.564537889035696
2019-06-10,Internet Service Provider,120.25,1,Internet,0,6,0,1,0,12,0.03649310995044058
2018-03-10,Credit Card Payment,146.62,1,Fast Food,5,3,0,0,1,6,0.17112772975391002
2019-06-02,Phone Company,42.18,1,Shopping,6,6,0,1,0,19,-0.362100927518534
2018-07-26,Credit Card Payment,81.02,1,Shopping,3,7,0,0,1,19,-0.16379950039806554
2018-07-10,Starbucks,150.54,0,Mortgage & Rent,1,7,1,0,0,14,0.19114167399469875
2018-03-06,City Water Charges,171.21,1,Utilities,1,3,0,1,0,21,0.29667438508069477
2019-06-14,Grocery Store,147.47,0,Utilities,4,6,0,1,0,21,0.17546748807142798
2018-11-13,Amazon,152.58,1,Restaurants,1,11,0,1,0,18,0.201557093956742
2018-03-14,BP,189.89,0,Groceries,2,3,1,0,0,9,0.39204695610567797
2018-04-08,Grocery Store,191.35,1,Haircut,6,4,0,1,0,10,0.3995011292157677
2018-09-29,Phone Company,195.25,0,Groceries,5,9,1,0,0,9,0.4194129614961443
2018-08-16,Gas Company,118.01,1,Credit Card Payment,3,8,0,0,1,3,0.02505657038427559
2018-10-23,Grocery Store,177.06,1,Credit Card Payment,1,10,0,1,0,3,0.32654213350125966
2019-08-07,Grocery Store,163.49,1,Fast Food,2,8,0,0,1,6,0.25725916836159035
2018-10-12,QuikTrip,121.55,1,Haircut,4,10,1,0,0,10,0.043130387377232765
2018-06-23,Brewing Company,83.07,0,Groceries,5,6,0,0,1,9,-0.1533330244558163
2018-09-16,Amazon,118.32,1,Credit Card Payment,6,9,0,1,0,3,0.02663930577066444
2018-04-27,Credit Card Payment,58.35,0,Utilities,4,4,0,1,0,21,-0.27954340752528023
2019-03-06,Credit Card Payment,154.67,0,Paycheck,2,3,1,0,0,17,0.2122277938198155
2019-08-11,Fancy Restaurant,8.15,1,Shopping,6,8,0,0,1,19,-0.5358444281598712
2018-11-24,Movie Theater,93.62,1,Home Improvement,5,11,0,0,1,11,-0.09946896533838727
2018-12-22,Thai Restaurant,88.01,1,Utilities,5,12,1,0,0,21,-0.1281113702340059
2018-11-02,American Tavern,41.55,1,Credit Card Payment,4,11,0,1,0,3,-0.36531745427151785
2019-06-25,Credit Card Payment,176.26,0,Restaurants,1,6,0,1,0,18,0.3224576550847721
2018-09-23,Grocery Store,134.28,1,Groceries,6,9,0,0,1,9,0.10812465017959023
2018-05-22,City Water Charges,81.55,0,Shopping,1,5,1,0,0,19,-0.16109353344714256
2019-07-29,Credit Card Payment,46.08,1,Auto Insurance,0,7,1,0,0,1,-0.3421890952381574
2018-12-10,Credit Card Payment,145.35,1,Paycheck,0,12,1,0,0,17,0.16464362026773607
2019-11-15,Credit Card Payment,102.58,0,Credit Card Payment,4,11,0,0,1,3,-0.05372280707372722
2019-06-26,Biweekly Paycheck,76.0,0,Credit Card Payment,2,6,1,0,0,3,-0.18942960246152463
2019-08-29,American Tavern,87.93,0,Mobile Phone,3,8,0,1,0,13,-0.12851981807565463
2018-04-08,QuikTrip,55.93,1,Home Improvement,6,4,1,0,0,11,-0.2918989547351549
2019-04-05,Credit Card Payment,113.41,0,Television,4,4,0,1,0,20,0.0015708194894723867
2018-10-30,Shell,23.19,1,Utilities,1,10,0,0,1,21,-0.45905623392990613
2019-10-06,Grocery Store,147.24,1,Credit Card Payment,6,10,0,1,0,3,0.17429320052668787
2019-07-31,Amazon,36.64,0,Groceries,2,7,0,0,1,9,-0.3903859405527099
2018-03-13,Mortgage Payment,109.33,0,Credit Card Payment,1,3,0,1,0,3,-0.019260020434613886
2019-05-27,Starbucks,175.34,0,Credit Card Payment,0,5,0,1,0,3,0.31776050490581154
2018-11-18,State Farm,19.92,1,Mobile Phone,6,11,0,0,1,13,-0.4757515394572988
2018-04-12,Grocery Store,154.89,0,Utilities,3,4,1,0,0,21,0.21335102538434955
2018-03-25,Mike's Construction Co.,190.13,0,Movies & DVDs,6,3,0,1,0,15,0.39327229963062427
2018-10-11,Chick-Fil-A,21.9,1,Restaurants,3,10,1,0,0,18,-0.4656424553764923
2019-08-14,Spotify,184.56,1,Utilities,2,8,0,1,0,21,0.36483411865583004
2018-11-11,Barbershop,164.01,1,Shopping,6,11,0,1,0,19,0.25991407933230715
2018-07-29,Grocery Store,149.57,1,Utilities,6,7,0,0,1,21,0.18618924391470765
2018-08-18,Grocery Store,176.18,1,Groceries,5,8,0,1,0,9,0.3220492072431234
2018-03-08,Grocery Store,30.75,1,Utilities,3,3,1,0,0,21,-0.4204579128940992
2018-11-11,Netflix,71.23,0,Auto Insurance,6,11,0,1,0,1,-0.21378330501983134
2018-03-31,Credit Card Payment,172.82,1,Restaurants,5,3,1,0,0,18,0.3048943978938758
2019-01-26,Chili's,38.13,0,Restaurants,5,1,0,0,1,18,-0.3827785995020019
2019-01-02,Biweekly Paycheck,192.44,1,Groceries,2,1,0,1,0,9,0.4050662310582319
2018-04-26,American Tavern,66.01,1,Utilities,3,4,0,1,0,21,-0.24043452668741233
2019-06-03,Credit Card Payment,128.29,0,Credit Card Payment,0,6,0,0,1,3,0.07754211803613999
2019-08-17,Brewing Company,109.74,0,Credit Card Payment,5,8,0,1,0,3,-0.01716672524616406
2018-02-27,Credit Card Payment,156.3,1,Restaurants,1,2,0,1,0,18,0.2205499185934089
2018-12-15,Grocery Store,94.61,1,Credit Card Payment,5,12,0,1,0,3,-0.094414423297984
2019-05-31,Credit Card Payment,180.57,0,Gas & Fuel,4,5,0,1,0,8,0.3444627825535985
2018-09-14,Mortgage Payment,176.42,0,Mobile Phone,4,9,0,1,0,13,0.32327455076806955
2018-12-12,Power Company,120.51,0,Credit Card Payment,2,12,1,0,0,3,0.03782056543579905
2018-05-03,Internet Service Provider,39.75,0,Utilities,3,5,0,1,0,21,-0.37450753070861476
2019-02-09,Netflix,4.68,1,Mortgage & Rent,5,2,0,0,1,14,-0.5535608532913858
2019-10-12,BP,142.31,1,Credit Card Payment,5,10,1,0,0,3,0.1491226022850836
2019-04-18,Greek Restaurant,31.96,0,Alcohol & Bars,3,4,0,1,0,0,-0.41428013928916185
2018-04-17,American Tavern,7.14,0,Credit Card Payment,1,4,1,0,0,3,-0.5410010821606868
2019-04-13,German Restaurant,26.2,1,Shopping,5,4,0,1,0,19,-0.44368838388787185
2019-08-27,QuikTrip,71.76,0,Utilities,1,8,0,1,0,21,-0.21107733806890838
2018-11-26,BP,106.68,1,Coffee Shops,0,11,0,1,0,2,-0.03278985518922871
2019-01-10,Mortgage Payment,122.73,1,Restaurants,3,1,0,0,1,18,0.049154993041551874
2019-05-02,American Tavern,64.19,0,Gas & Fuel,3,5,0,0,1,8,-0.24972671508492145
2018-05-27,Spotify,92.34,1,Credit Card Payment,6,5,0,1,0,3,-0.10600413080476728
2019-04-19,Credit Card Payment,109.9,0,Credit Card Payment,4,4,1,0,0,3,-0.0163498295628665
2019-04-10,Barbershop,167.94,1,Utilities,2,4,1,0,0,21,0.27997907955330203
2018-05-16,Thai Restaurant,13.48,1,Gas & Fuel,2,5,1,0,0,8,-0.5086315907100232
2018-08-27,Netflix,50.75,0,Gas & Fuel,0,8,0,1,0,8,-0.31834595248191155
2019-04-28,Thai Restaurant,66.8,0,Home Improvement,6,4,0,0,1,11,-0.23640110425113095
2018-10-31,Power Company,60.17,1,Haircut,2,10,0,0,1,10,-0.2702512191277711
2018-07-12,Movie Theater,94.01,0,Coffee Shops,3,7,0,0,1,2,-0.0974777821103496
2018-11-18,Credit Card Payment,135.96,1,Alcohol & Bars,6,11,0,1,0,0,0.11670205485421403
2019-04-05,American Tavern,69.16,0,Shopping,4,4,1,0,0,19,-0.2243518929224928
2019-06-25,Credit Card Payment,152.6,1,Credit Card Payment,1,6,0,1,0,3,0.20165920591715408
2018-08-25,Grocery Store,104.04,0,Credit Card Payment,5,8,0,1,0,3,-0.046268633963637486
2018-05-24,Chick-Fil-A,183.28,1,Credit Card Payment,3,5,0,1,0,3,0.35829895318945
2018-08-04,Credit Card Payment,192.82,1,Shopping,5,8,1,0,0,19,0.40700635830606346
2019-08-11,Grocery Store,167.81,0,Utilities,6,8,0,1,0,21,0.27931535181062284
2018-10-28,Credit Card Payment,159.56,1,Restaurants,6,10,0,1,0,18,0.23719416814059543
2018-08-31,Gas Company,104.56,1,Credit Card Payment,4,8,0,0,1,3,-0.04361372299292062
2018-11-27,Biweekly Paycheck,100.88,0,Credit Card Payment,1,11,0,1,0,3,-0.06240232370876319
2018-05-14,Credit Card Payment,110.21,0,Auto Insurance,0,5,0,1,0,1,-0.014767094176477653
2019-07-31,Grocery Store,18.88,1,Shopping,2,7,0,1,0,19,-0.48106136139873257
2018-12-10,Amazon,18.8,1,Credit Card Payment,0,12,1,0,0,3,-0.48146980924038135
2018-03-20,Credit Card Payment,59.94,0,Shopping,1,3,0,1,0,19,-0.2714255066725113
2018-04-13,Grocery Store,35.69,0,Internet,4,4,0,1,0,12,-0.39523625867228884
2018-08-20,City Water Charges,24.33,1,Paycheck,0,8,0,1,0,17,-0.45323585218641144
2019-06-13,Netflix,158.49,0,Shopping,3,6,0,0,1,19,0.23173117825854345
2018-04-21,Roadside Diner,97.44,1,Internet,5,4,0,1,0,12,-0.07996558089965945
2018-12-21,Brewing Company,8.68,1,Credit Card Payment,4,12,0,0,1,3,-0.5331384612089484
2019-08-19,Credit Card Payment,121.49,1,Groceries,0,8,0,1,0,9,0.04282405149599619
2019-04-03,Mediterranean Restaurant,49.37,1,Paycheck,2,4,0,0,1,17,-0.3253916777503525
2019-04-12,Credit Card Payment,89.18,1,Shopping,4,4,0,0,1,19,-0.12213782054989292
2018-03-20,Credit Card Payment,25.56,0,Internet,1,3,0,1,0,12,-0.4469559666210619
2019-08-04,Starbucks,68.21,0,Groceries,6,8,0,1,0,9,-0.22920221104207175
2019-06-17,Barbershop,120.26,1,Internet,0,6,0,1,0,12,0.0365441659306467
2018-07-23,Internet Service Provider,25.45,0,Paycheck,0,7,0,0,1,17,-0.4475175824033289
2018-10-07,City Water Charges,186.9,0,Auto Insurance,6,10,0,0,1,1,0.376781218024056
2018-05-05,Vietnamese Restaurant,41.35,1,Credit Card Payment,5,5,0,1,0,3,-0.3663385738756397
2019-07-13,Internet Service Provider,71.62,1,Auto Insurance,5,7,1,0,0,1,-0.21179212179179369
2018-08-04,Brunch Restaurant,184.43,1,Groceries,5,8,0,1,0,9,0.36417039091315084
2018-04-02,Credit Card Payment,155.82,0,Movies & DVDs,0,4,0,1,0,15,0.2180992315435163
2018-11-26,Mortgage Payment,191.84,0,Shopping,0,11,0,0,1,19,0.40200287224586634
2019-04-19,Credit Card Payment,55.01,1,Music,4,4,0,1,0,16,-0.2965961049141156
2019-06-27,Biweekly Paycheck,135.57,1,Paycheck,3,6,0,1,0,17,0.1147108716261763
2019-10-05,Pizza Place,60.86,1,Utilities,5,10,1,0,0,21,-0.2667283564935507
2019-07-11,Japanese Restaurant,154.23,1,Haircut,3,7,0,0,1,10,0.20998133069074737
2018-05-30,Credit Card Payment,49.45,1,Credit Card Payment,2,5,0,0,1,3,-0.3249832299087037
2018-03-17,Phone Company,50.39,0,Mortgage & Rent,5,3,0,0,1,14,-0.3201839677693309
2019-09-10,Credit Card Payment,195.41,0,Restaurants,1,9,0,1,0,18,0.4202298571794418
2019-05-31,Biweekly Paycheck,126.79,1,Shopping,4,5,0,1,0,19,0.06988372100522598
2018-11-29,Grocery Store,80.77,1,Credit Card Payment,3,11,0,1,0,3,-0.1650758999032179
2018-02-01,Credit Card Payment,166.9,0,Credit Card Payment,3,2,0,1,0,3,0.27466925761186833
2018-09-25,Mediterranean Restaurant,147.55,1,Auto Insurance,1,9,1,0,0,1,0.1758759359130768
2018-04-17,Grocery Store,90.17,0,Groceries,1,4,0,1,0,9,-0.11708327850948964
2019-12-03,State Farm,89.77,0,Credit Card Payment,1,12,0,1,0,3,-0.11912551771773343
2018-11-28,Starbucks,39.32,1,Haircut,2,11,0,1,0,10,-0.37670293785747677
2018-04-25,Starbucks,101.89,0,Groceries,2,4,0,0,1,9,-0.057245669707947686
2018-03-29,Mediterranean Restaurant,166.83,1,Credit Card Payment,3,3,0,1,0,3,0.2743118657504257
2019-10-27,Phone Company,25.78,0,Groceries,6,10,1,0,0,9,-0.4458327350565278
2018-12-03,Grocery Store,55.95,0,Shopping,0,12,0,1,0,19,-0.2917968427747427
2018-12-22,Netflix,6.2,1,Auto Insurance,5,12,1,0,0,1,-0.5458003443000595
2019-10-01,Grocery Store,91.52,0,Shopping,1,10,0,1,0,19,-0.110190721181667
2019-06-03,QuikTrip,15.09,0,Utilities,0,6,1,0,0,21,-0.5004115778968421
2019-01-12,Netflix,115.72,0,Groceries,5,1,0,1,0,9,0.013364750917080073
2019-01-25,Barbershop,112.8,1,Credit Card Payment,4,1,0,1,0,3,-0.001543595303099334
2019-05-25,Starbucks,147.06,0,Credit Card Payment,5,5,0,1,0,3,0.17337419288297815
2018-08-21,Internet Service Provider,154.97,1,Alcohol & Bars,1,8,1,0,0,0,0.21375947322599836
2018-08-06,Credit Card Payment,101.6,1,Home Improvement,0,8,0,1,0,11,-0.05872629313392444
2019-01-06,Go Mart,9.11,1,Shopping,6,1,1,0,0,19,-0.5309430540600862
2019-08-05,Biweekly Paycheck,199.72,0,Utilities,0,8,1,0,0,21,0.44223498464826827
2018-07-22,Credit Card Payment,126.55,0,Restaurants,6,7,0,1,0,18,0.06865837748027968
2018-04-10,Phone Company,184.53,0,Internet,1,4,0,1,0,12,0.3646809507152117
2018-03-25,Netflix,60.04,1,Credit Card Payment,6,3,0,1,0,3,-0.27091494687045037
2018-07-24,Credit Card Payment,54.59,0,Entertainment,1,7,0,1,0,5,-0.2987404560827715
2019-11-02,Biweekly Paycheck,142.52,0,Credit Card Payment,5,11,0,1,0,3,0.1501947778694116
2018-06-07,Barbershop,13.42,0,Groceries,3,6,0,1,0,9,-0.5089379265912598
2019-05-19,Credit Card Payment,170.93,0,Groceries,6,5,0,1,0,9,0.29524481763492416
2018-04-22,Internet Service Provider,166.51,1,Home Improvement,6,4,0,0,1,11,0.27267807438383057
2018-12-28,State Farm,196.81,0,Shopping,4,12,0,1,0,19,0.427377694408295
2018-04-01,State Farm,121.67,1,Utilities,6,4,0,1,0,21,0.043743059139705914
2018-07-15,Power Company,168.22,0,Coffee Shops,6,7,0,0,1,2,0.2814086469990727
2018-06-12,Brunch Restaurant,91.84,0,Alcohol & Bars,1,6,0,1,0,0,-0.10855692981507196
2019-04-27,Credit Card Payment,55.68,1,Shopping,5,4,1,0,0,19,-0.2931753542403073
2019-10-25,Biweekly Paycheck,111.06,1,Shopping,4,10,0,0,1,19,-0.010427335858959634
2019-01-14,Grocery Store,76.64,1,Groceries,0,1,1,0,0,9,-0.1861620197283346
2019-07-31,Grocery Store,95.23,1,Coffee Shops,2,7,0,1,0,2,-0.09124895252520616
2018-08-27,City Water Charges,68.68,1,Restaurants,0,8,0,0,1,18,-0.22680257997238526
2019-09-06,Amazon,95.92,0,Paycheck,4,9,0,1,0,17,-0.0877260898909857
2019-06-14,Amazon,27.62,1,Restaurants,4,6,0,1,0,18,-0.43643843469860655
2018-11-21,Credit Card Payment,16.66,0,Credit Card Payment,2,11,0,1,0,3,-0.49239578900448544
2018-05-14,American Tavern,160.38,1,Utilities,0,5,1,0,0,21,0.2413807585174951
2019-09-09,State Farm,170.5,0,Home Improvement,0,9,0,1,0,11,0.2930494104860621
2019-04-15,Amazon,49.21,1,Restaurants,0,4,0,0,1,18,-0.32620857343365
2018-12-22,American Tavern,28.07,0,Groceries,5,12,0,1,0,9,-0.4341409155893323
2019-06-19,Netflix,187.22,1,Coffee Shops,2,6,0,1,0,2,0.378415009390651
2019-09-25,Hardware Store,97.51,1,Credit Card Payment,2,9,0,0,1,3,-0.07960818903821676
2019-06-10,Credit Card Payment,169.76,0,Restaurants,0,6,0,1,0,18,0.2892712679508111
2018-06-23,Grocery Store,119.5,0,Paycheck,5,6,1,0,0,17,0.032663911434983546
2018-08-29,State Farm,111.59,1,Groceries,2,8,0,1,0,9,-0.007721368908036656
2018-03-13,Biweekly Paycheck,83.14,0,Utilities,1,3,0,1,0,21,-0.1529756325943736
2019-08-08,American Tavern,170.98,1,Restaurants,3,8,0,1,0,18,0.2955000975359545
2019-04-29,Credit Card Payment,94.94,1,Internet,0,4,1,0,0,12,-0.0927295759511829
2018-05-21,Brewing Company,186.43,0,Utilities,0,5,1,0,0,21,0.37438158695436957
2019-01-13,Credit Card Payment,106.84,0,Credit Card Payment,6,1,0,1,0,3,-0.03197295950593122
2018-11-01,Mortgage Payment,198.95,1,Restaurants,3,11,0,1,0,18,0.43830367417239896
2018-06-02,American Tavern,71.35,0,Restaurants,5,6,0,1,0,18,-0.21317063325735827
2018-07-01,Phone Company,52.32,1,Restaurants,6,7,0,1,0,18,-0.3103301635895548
2019-05-06,Brewing Company,58.64,0,Credit Card Payment,0,5,1,0,0,3,-0.2780627840993035
2019-01-12,Amazon,149.71,0,Gas & Fuel,5,1,1,0,0,8,0.18690402763759303
2019-08-17,Credit Card Payment,101.83,1,Music,5,8,0,1,0,16,-0.05755200558918426
2018-05-02,Gas Company,21.55,0,Mobile Phone,2,5,1,0,0,13,-0.4674294146837055
2018-03-12,Phone Company,66.42,1,Alcohol & Bars,0,3,0,1,0,0,-0.2383412314989625
2018-09-02,Brunch Restaurant,66.19,0,Credit Card Payment,6,9,0,1,0,3,-0.23951551904370266
2019-05-02,BP,174.71,0,Groceries,3,5,0,0,1,9,0.31454397815282764
2019-08-28,Bojangles,13.2,0,Groceries,2,8,0,0,1,9,-0.5100611581557939
2018-08-30,Power Company,170.93,0,Mortgage & Rent,3,8,0,1,0,14,0.29524481763492416
2019-05-27,Credit Card Payment,31.25,0,Credit Card Payment,0,5,1,0,0,3,-0.4179051138837945
2019-04-22,City Water Charges,93.06,0,Internet,0,4,0,1,0,12,-0.10232810022992853
2018-07-13,Biweekly Paycheck,149.83,0,Utilities,4,7,1,0,0,21,0.18751669940006618
2019-03-30,Internet Service Provider,80.85,0,Groceries,5,3,1,0,0,9,-0.16466745206156913
2019-04-27,Amazon,92.95,1,Paycheck,5,4,0,0,1,17,-0.10288971601219556
2018-12-31,Amazon,10.88,0,Groceries,0,12,0,1,0,9,-0.5219061455636077
2019-08-14,State Farm,149.48,1,Coffee Shops,2,8,0,1,0,2,0.18572974009285279
2019-09-30,Internet Service Provider,52.91,1,Credit Card Payment,0,9,0,1,0,3,-0.3073178607573953
2018-04-01,BP,158.17,0,Paycheck,6,4,0,0,1,17,0.23009738689194834
2018-05-28,Shell,178.2,0,Music,0,5,1,0,0,16,0.3323625152447543
2018-05-27,Credit Card Payment,93.04,0,Coffee Shops,6,5,1,0,0,2,-0.1024302121903407
2019-01-20,Power Company,45.75,1,Mortgage & Rent,6,1,0,1,0,14,-0.34387394258495846
2018-03-07,Spotify,94.38,0,Credit Card Payment,2,3,0,0,1,3,-0.09558871084272418
2018-02-09,Grocery Store,87.23,1,Mobile Phone,4,2,0,1,0,13,-0.13209373669008123
2018-11-24,Mediterranean Restaurant,17.37,0,Restaurants,5,11,0,1,0,18,-0.4887708144098527
2019-11-18,Internet Service Provider,92.14,1,Auto Insurance,0,11,1,0,0,1,-0.10702525040888917
2019-09-30,Brewing Company,5.16,1,Gas & Fuel,0,9,1,0,0,8,-0.5511101662414933
2018-06-17,Mediterranean Restaurant,182.04,0,Credit Card Payment,6,6,0,0,1,3,0.3519680116438943
2019-10-26,Greek Restaurant,163.11,1,Paycheck,5,10,1,0,0,17,0.2553190411137588
2018-02-23,Brunch Restaurant,11.79,0,Credit Card Payment,4,2,0,1,0,3,-0.5172600513648531
2018-04-10,Credit Card Payment,3.77,1,Home Improvement,1,4,0,1,0,11,-0.5582069474901403
2019-06-06,Grocery Store,97.97,1,Movies & DVDs,3,6,0,1,0,15,-0.07725961394873647
2019-01-08,Amazon,20.38,1,Mortgage & Rent,1,1,1,0,0,14,-0.47340296436781854
2018-03-10,Hardware Store,155.57,1,Groceries,5,3,0,1,0,9,0.21682283203836394
2018-06-20,Gas Company,40.54,1,Shopping,2,6,0,1,0,19,-0.3704741082723333
2019-09-10,Gas Company,176.14,0,Home Improvement,1,9,0,0,1,11,0.32184498332229894
2018-07-07,Biweekly Paycheck,138.75,0,Groceries,5,7,1,0,0,9,0.13094667333171417
2019-01-08,Credit Card Payment,106.44,1,Utilities,1,1,0,1,0,21,-0.03401519871417501
2019-11-21,Grocery Store,179.14,1,Shopping,3,11,0,0,1,19,0.33716177738412706
2019-04-28,Credit Card Payment,195.07,0,Coffee Shops,6,4,0,0,1,2,0.4184939538524346
2019-07-14,Movie Theater,180.61,0,Utilities,6,7,0,1,0,21,0.344667006474423
2019-01-28,Italian Restaurant,9.93,1,Restaurants,0,1,1,0,0,18,-0.5267564636831866
2019-03-10,Shell,160.79,1,Alcohol & Bars,6,3,0,0,1,0,0.24347405370594494
2019-02-10,BP,153.39,0,Shopping,6,2,0,1,0,19,0.20569262835343546
2018-05-16,Credit Card Payment,77.03,1,Credit Card Payment,2,5,0,0,1,3,-0.18417083650029695
2018-10-14,Phone Company,179.12,0,Shopping,6,10,0,1,0,19,0.33705966542371496
2019-10-09,Credit Card Payment,58.23,1,Shopping,2,10,1,0,0,19,-0.2801560792877534
2018-08-13,Gas Company,42.15,0,Groceries,0,8,0,0,1,9,-0.36225409545915227
2018-05-07,Fancy Restaurant,64.59,0,Television,0,5,1,0,0,20,-0.24768447587667766
2019-04-11,Starbucks,123.19,0,Gas & Fuel,3,4,1,0,0,8,0.05150356813103216
2018-04-14,Hardware Store,1.49,0,Internet,5,4,0,0,1,12,-0.5698477109771297
2019-02-07,Brunch Restaurant,160.4,1,Auto Insurance,3,2,1,0,0,1,0.24148287047790734
2018-10-27,Credit Card Payment,110.44,0,Paycheck,5,10,0,0,1,17,-0.013592806631737476
2018-04-17,Brewing Company,20.51,0,Restaurants,1,4,0,1,0,18,-0.4727392366251392
2019-01-30,Chick-Fil-A,35.39,1,Credit Card Payment,2,1,0,1,0,3,-0.39676793807847166
2019-04-12,Credit Card Payment,168.26,1,Credit Card Payment,4,4,0,0,1,3,0.281612870919897
2019-01-13,Gas Company,130.79,0,Coffee Shops,6,1,0,1,0,2,0.09030611308766344
2019-10-27,State Farm,37.71,1,Alcohol & Bars,6,10,0,1,0,0,-0.3849229506706579
2019-06-19,City Water Charges,83.95,1,Gas & Fuel,2,6,0,1,0,8,-0.14884009819768002
2019-08-08,Amazon,162.95,1,Credit Card Payment,3,8,1,0,0,3,0.2545021454304612
2018-08-03,Grocery Store,114.26,0,Auto Insurance,4,8,0,0,1,1,0.005910577806990406
2019-10-02,QuikTrip,125.31,1,Credit Card Payment,2,10,0,0,1,3,0.062327435934724076
2019-11-19,Mortgage Payment,77.35,0,Groceries,1,11,0,1,0,9,-0.18253704513370198
2019-07-11,Grocery Store,177.16,1,Internet,3,7,0,0,1,12,0.32705269330332054
2019-09-10,Biweekly Paycheck,172.6,1,Credit Card Payment,1,9,1,0,0,3,0.30377116632934176
2019-09-03,Grocery Store,160.69,1,Coffee Shops,1,9,0,0,1,2,0.24296349390388403
2019-09-14,American Tavern,74.09,1,Groceries,5,9,0,1,0,9,-0.19918129468088852
2018-12-06,State Farm,170.88,1,Paycheck,3,12,0,0,1,17,0.29498953773389364
2018-10-11,Grocery Store,66.62,0,Utilities,3,10,0,1,0,21,-0.2373201118948406
2019-08-25,Grocery Store,124.17,0,Credit Card Payment,6,8,0,1,0,3,0.056507054191229374
2018-12-31,Grocery Store,37.44,0,Auto Insurance,0,12,0,0,1,1,-0.3863014621362224
2019-05-05,State Farm,188.35,1,Auto Insurance,6,5,0,1,0,1,0.3841843351539395
2018-07-22,Hardware Store,29.07,1,Restaurants,6,7,1,0,0,18,-0.42903531756872293
2018-11-26,Credit Card Payment,170.54,0,Shopping,0,11,0,1,0,19,0.2932536344068864
2018-10-14,QuikTrip,70.22,0,Alcohol & Bars,6,10,1,0,0,0,-0.21893995902064686
2018-07-24,Amazon,112.44,0,Home Improvement,1,7,0,1,0,11,-0.0033816105905187088
2019-05-22,Grocery Store,196.06,1,Groceries,2,5,0,0,1,9,0.42354849589283794
2019-10-21,Grocery Store,61.35,0,Entertainment,0,10,0,1,0,5,-0.26422661346345205
2019-05-15,Grocery Store,78.16,1,Home Improvement,2,5,1,0,0,11,-0.17840151073700836
2019-06-26,Gas Company,180.73,1,Groceries,2,6,0,0,1,9,0.34527967823689604
2018-12-31,Shell,3.34,0,Coffee Shops,0,12,0,1,0,2,-0.5604023546390023
2019-08-28,Grocery Store,131.79,1,Restaurants,2,8,0,1,0,18,0.09541171110827282
2018-06-03,Credit Card Payment,28.4,1,Television,6,6,0,1,0,20,-0.4324560682425313
2018-04-22,State Farm,183.5,0,Movies & DVDs,6,4,1,0,0,15,0.3594221847539841
2018-06-28,Biweekly Paycheck,60.29,0,Groceries,3,6,1,0,0,9,-0.269638547365298
2019-10-09,Netflix,88.7,1,Restaurants,2,10,0,1,0,18,-0.12458850759978543
2018-12-02,Credit Card Payment,198.44,0,Credit Card Payment,6,12,0,0,1,3,0.4356998191818882
2018-03-21,American Tavern,180.42,0,Groceries,2,3,0,1,0,9,0.3436969428505071
2019-04-25,Credit Card Payment,68.91,1,Groceries,3,4,0,0,1,9,-0.22562829242764515
2019-10-25,Hardware Store,36.62,0,Groceries,4,10,0,1,0,9,-0.3904880525131222
2018-11-06,City Water Charges,185.88,1,Music,1,11,0,0,1,16,0.37157350804303435
2018-02-23,American Tavern,182.08,1,Credit Card Payment,4,2,0,1,0,3,0.35217223556471877
2019-09-22,Grocery Store,42.88,1,Groceries,6,9,0,1,0,9,-0.3585270089041073
2019-01-27,City Water Charges,170.08,0,Groceries,6,1,0,1,0,9,0.2909050593174062
2018-12-03,City Water Charges,72.27,0,Gas & Fuel,0,12,0,1,0,8,-0.20847348307839764
2019-06-04,Grocery Store,74.69,0,Restaurants,1,6,0,0,1,18,-0.1961179358685229
2018-04-26,Starbucks,124.82,1,Shopping,3,4,1,0,0,19,0.05982569290462543
2019-08-22,Netflix,119.41,1,Restaurants,3,8,0,0,1,18,0.032204407613128684
2019-02-18,Grocery Store,162.24,1,Mortgage & Rent,0,2,0,1,0,14,0.2508771708358286
2018-01-22,State Farm,83.85,0,Shopping,0,1,0,0,1,19,-0.14935065799974098
2018-03-28,Credit Card Payment,155.86,0,Gas & Fuel,2,3,0,0,1,8,0.2183034554643408
2019-05-16,Barbershop,123.1,1,Groceries,3,5,1,0,0,9,0.051044064309177295
